O;ARCH;VEC;ALIG;IMG;KER;MINC;E;FM;S;Total_s;Read_s;Read_cyc;Write_s;Write_cyc;Conv_s;Conv_cyc;Ker_s;Ker_cyc
3;+;-;+;F;D;3;-;+;+;1.6605;0.053933;182855416;0.285633;968851069;1.315567;4462634377;0.000100;188113
3;+;-;+;F;D;3;-;-;+;1.7032;0.056867;192855096;0.284600;965415568;1.356400;4601152272;0.000100;187563
3;+;~;+;F;D;3;+;+;+;0.9841;0.055867;189487374;0.260067;882227500;0.662833;2248278420;0.000100;201203
3;+;~;+;F;D;3;+;-;+;0.9588;0.055567;188466723;0.265500;900522376;0.632633;2146012894;0.000100;190924
3;+;~;+;F;D;3;-;+;+;1.0706;0.055167;187157772;0.299100;1014502733;0.711100;2412064251;0.000100;229617
3;+;~;+;F;D;3;-;-;+;1.0014;0.056267;190844122;0.292233;991273658;0.647867;2197547608;0.000100;182462
3;+;+;+;F;D;4;+;+;+;0.7369;0.054333;184284678;0.256467;869884455;0.421033;1428145772;0.000100;187460
3;+;+;+;F;D;4;+;-;+;0.7897;0.056767;192483718;0.273600;927992168;0.454100;1540327357;0.000100;186383
3;+;+;+;F;D;4;-;+;+;0.7955;0.054833;186104269;0.292900;993563468;0.442733;1501864177;0.000100;218359
3;+;+;+;F;D;4;-;-;+;0.8027;0.055567;188469360;0.295333;1001759671;0.446833;1515645038;0.000100;180871
3;+;-;+;F;D;4;+;+;+;2.0938;0.052333;177548026;0.286400;971525793;1.749767;5935488144;0.000100;183314
3;+;-;+;F;D;4;+;-;+;2.0659;0.057100;193819035;0.288333;978037105;1.715367;5818850498;0.000100;188677
3;+;-;+;F;D;4;-;+;+;1.6629;0.054433;184569651;0.287033;973659722;1.316233;4464895327;0.000100;180394
3;+;-;+;F;D;4;-;-;+;1.7081;0.059733;202608411;0.288400;978275920;1.354667;4595275873;0.000100;198761
3;+;~;+;F;D;4;+;+;+;0.9882;0.056267;190903787;0.258100;875555156;0.668633;2267980218;0.000100;199214
3;+;~;+;F;D;4;+;-;+;0.9646;0.059300;201170184;0.260767;884597658;0.639200;2168261074;0.000100;181218
3;+;~;+;F;D;4;-;+;+;1.0468;0.056000;190022225;0.290800;986385340;0.694500;2355885649;0.000100;219264
3;+;~;+;F;D;4;-;-;+;1.0022;0.057300;194436430;0.292000;990543459;0.647100;2195033787;0.000100;178261
3;+;+;+;F;F;3;+;+;+;0.6356;0.059967;203367193;0.258033;875359423;0.312233;1059089420;0.000067;173743
3;+;+;+;F;F;3;+;-;+;0.6421;0.056367;191249693;0.262567;890533485;0.318133;1079202528;0.000000;127206
3;+;+;+;F;F;3;-;+;+;0.6513;0.055300;187550248;0.277800;942338831;0.313100;1062133105;0.000100;171954
3;+;+;+;F;F;3;-;-;+;0.6553;0.057900;196350821;0.277367;940918381;0.314733;1067531606;0.000000;135990
3;+;-;+;F;F;3;+;+;+;1.8850;0.053333;180967559;0.291100;987486029;1.535033;5207265321;0.000000;125821
3;+;-;+;F;F;3;+;-;+;1.9593;0.056133;190447140;0.288433;978448011;1.610067;5461600944;0.000000;133271
3;+;-;+;F;F;3;-;+;+;1.5188;0.052467;178010697;0.291233;987820010;1.170167;3969372815;0.000000;129283
3;+;-;+;F;F;3;-;-;+;1.5593;0.058067;196968267;0.290567;985688709;1.205333;4088660030;0.000000;126137
3;+;~;+;F;F;3;+;+;+;0.8931;0.055667;188796639;0.263967;895433345;0.567667;1925636710;0.000000;158062
3;+;~;+;F;F;3;+;-;+;0.9797;0.056067;190126076;0.275667;934990085;0.642833;2180580912;0.000000;125623
3;+;~;+;F;F;3;-;+;+;0.9547;0.055467;188104273;0.295333;1001785828;0.598300;2029424004;0.000067;169838
3;+;~;+;F;F;3;-;-;+;1.0160;0.055467;188286727;0.296367;1005246135;0.658533;2233663193;0.000000;128977
3;+;+;+;F;F;4;+;+;+;0.6014;0.054033;183334248;0.243667;826519474;0.298600;1012802410;0.000033;161695
3;+;+;+;F;F;4;+;-;+;0.6265;0.058967;200003940;0.253733;860593368;0.308267;1045672657;0.000000;126819
3;+;+;+;F;F;4;-;+;+;0.6483;0.054033;183273199;0.276400;937694284;0.312533;1060132924;0.000100;170483
3;+;+;+;F;F;4;-;-;+;0.6562;0.056733;192442885;0.279133;946770957;0.315433;1069872894;0.000000;130590
3;+;-;+;F;F;4;+;+;+;1.8746;0.052567;178202317;0.290667;985929181;1.526000;5176452345;0.000000;125047
3;+;-;+;F;F;4;+;-;+;1.9612;0.057533;195264326;0.289067;980533185;1.609267;5458930733;0.000000;133164
3;+;-;+;F;F;4;-;+;+;1.5312;0.053867;182778070;0.291167;987658902;1.181000;4006125176;0.000000;132350
3;+;-;+;F;F;4;-;-;+;1.5591;0.057400;194674644;0.290100;983979272;1.206767;4093748342;0.000000;132023
3;+;~;+;F;F;4;+;+;+;0.8909;0.055467;188099036;0.263033;892287559;0.567067;1923465440;0.000033;167220
3;+;~;+;F;F;4;+;-;+;0.9906;0.057600;195369972;0.277800;942256863;0.650333;2206013715;0.000000;131533
3;+;~;+;F;F;4;-;+;+;0.9540;0.054000;183232925;0.298867;1013714433;0.596333;2022779909;0.000067;165354
3;+;~;+;F;F;4;-;-;+;1.0156;0.057167;193951241;0.294933;1000455861;0.657500;2230397419;0.000000;131475
3;+;+;+;F;I;3;+;+;+;3.3488;0.057167;193857539;0.097967;332362598;3.188500;10816043840;0.000100;186394
3;+;+;+;F;I;3;+;-;+;3.2639;0.055433;188018141;0.096633;327686333;3.106700;10538734696;0.000000;145450
3;+;+;+;F;I;3;-;+;+;3.0654;0.055933;189729674;0.097067;329218432;2.907300;9862182233;0.000100;179369
3;+;+;+;F;I;3;-;-;+;3.0895;0.057767;195937456;0.096000;325590796;2.930300;9940224774;0.000000;136561
3;+;-;+;F;I;3;+;+;+;3.3597;0.055667;188887835;0.113433;384884722;3.185567;10806124162;0.000000;126203
3;+;-;+;F;I;3;+;-;+;3.3174;0.056567;191866753;0.114700;389076155;3.141267;10655901300;0.000000;140138
3;+;-;+;F;I;3;-;+;+;3.2293;0.053833;182627162;0.119167;404165599;3.051700;10351994101;0.000000;134362
3;+;-;+;F;I;3;-;-;+;3.1298;0.057000;193382600;0.113333;384364322;2.954367;10021833889;0.000000;135437
3;+;~;+;F;I;3;+;+;+;1.2458;0.055267;187416545;0.095600;324249695;1.090267;3698322692;0.000067;173450
3;+;~;+;F;I;3;+;-;+;1.2600;0.056200;190689218;0.095733;324773005;1.102800;3740887785;0.000000;150662
3;+;~;+;F;I;3;-;+;+;1.3482;0.057733;195954589;0.100900;342288914;1.184300;4017146542;0.000100;175879
3;+;~;+;F;I;3;-;-;+;1.3603;0.062100;210686279;0.099233;336446435;1.193867;4049814759;0.000000;141232
3;+;+;+;F;I;4;+;+;+;3.4427;0.055300;187638536;0.103367;350657656;3.279033;11123162237;0.000100;189057
3;+;+;+;F;I;4;+;-;+;3.3238;0.055967;189890384;0.099467;337357423;3.163267;10730421443;0.000033;157329
3;+;+;+;F;I;4;-;+;+;3.1372;0.055433;188076006;0.098267;333355054;2.978600;10103958307;0.000100;177164
3;+;+;+;F;I;4;-;-;+;3.1752;0.059033;200281525;0.100367;340455500;3.010100;10210874861;0.000033;152859
3;+;-;+;F;I;4;+;+;+;3.3161;0.052067;176574007;0.113000;383231775;3.146067;10672061527;0.000000;129005
3;+;-;+;F;I;4;+;-;+;3.3695;0.056867;192854308;0.114100;387060802;3.193700;10833695968;0.000000;138370
3;+;-;+;F;I;4;-;+;+;3.1919;0.054233;183942845;0.117900;399826698;3.014733;10226594104;0.000000;136186
3;+;-;+;F;I;4;-;-;+;3.1853;0.059300;201086569;0.116233;394277400;3.004533;10192000939;0.000000;143049
3;+;~;+;F;I;4;+;+;+;1.3030;0.056233;190815992;0.106233;360287519;1.135600;3852062429;0.000100;192712
3;+;~;+;F;I;4;+;-;+;1.3497;0.068333;231750302;0.102467;347513024;1.173967;3982233832;0.000000;159706
3;+;~;+;F;I;4;-;+;+;1.3534;0.055933;189772573;0.101633;344691133;1.190867;4039566214;0.000100;204275
3;+;~;+;F;I;4;-;-;+;1.3525;0.057833;196257084;0.099367;337006511;1.190333;4037754011;0.000000;146507
F;+;+;+;C;D;3;+;+;+;2.1256;0.018833;63925286;1.620467;5496977276;0.481067;1631836379;0.000100;247825
F;+;+;+;C;D;3;+;-;+;2.1642;0.019333;65586372;1.653600;5609386691;0.485667;1647434585;0.000100;269349
F;+;+;+;C;D;3;-;+;+;2.3268;0.019433;65987990;1.792967;6082070427;0.507833;1722522871;0.000100;269984
F;+;+;+;C;D;3;-;-;+;2.3924;0.019433;66026498;1.855467;6294134073;0.511167;1733775625;0.000100;274369
F;+;-;+;C;D;3;+;+;+;4.5460;0.020833;70620792;2.176033;7381557179;2.342900;7947477467;0.000100;237923
F;+;-;+;C;D;3;+;-;+;4.6916;0.021933;74401029;2.244533;7613869664;2.418633;8204397911;0.000100;223981
F;+;-;+;C;D;3;-;+;+;3.6588;0.020867;70738579;2.271000;7703656365;1.360867;4616333663;0.000100;218896
F;+;-;+;C;D;3;-;-;+;3.5501;0.020667;70004100;2.190833;7431582819;1.332533;4520171779;0.000100;232748
F;+;~;+;C;D;3;+;+;+;2.2920;0.019067;64734220;1.662300;5638768973;0.605100;2052511073;0.000100;250314
F;+;~;+;C;D;3;+;-;+;2.2184;0.018800;63757010;1.608067;5454778874;0.586333;1988901734;0.000100;247035
F;+;~;+;C;D;3;-;+;+;2.5292;0.020433;69400272;1.848667;6271028534;0.653500;2216754567;0.000100;254721
F;+;~;+;C;D;3;-;-;+;2.5029;0.019633;66642385;1.835367;6225966853;0.641767;2176918684;0.000100;267514
F;+;+;+;C;D;4;+;+;+;2.1623;0.018800;63799503;1.649600;5595627492;0.488533;1657106473;0.000100;263837
F;+;+;+;C;D;4;+;-;+;2.1334;0.020200;68477940;1.625700;5514502412;0.481700;1633914353;0.000100;260164
F;+;+;+;C;D;4;-;+;+;2.3193;0.019200;65127214;1.794800;6088318270;0.498967;1692485319;0.000100;302800
F;+;+;+;C;D;4;-;-;+;2.3677;0.019367;65661993;1.829267;6205277129;0.512733;1739194535;0.000100;259296
F;+;-;+;C;D;4;+;+;+;4.5525;0.021567;73183206;2.184200;7409193306;2.340467;7939239502;0.000100;226290
F;+;-;+;C;D;4;+;-;+;4.6152;0.021867;74222448;2.221567;7535975953;2.365767;8025192118;0.000100;228527
F;+;-;+;C;D;4;-;+;+;3.5746;0.021333;72362752;2.223967;7544093612;1.322667;4486748239;0.000100;229301
F;+;-;+;C;D;4;-;-;+;3.5907;0.021033;71280862;2.228733;7560382409;1.334700;4527494440;0.000100;234501
F;+;~;+;C;D;4;+;+;+;2.2420;0.018633;63280225;1.620267;5496249015;0.597633;2027266465;0.000100;248852
F;+;~;+;C;D;4;+;-;+;2.1735;0.018467;62642919;1.569767;5324911395;0.579800;1966690984;0.000100;232103
F;+;~;+;C;D;4;-;+;+;2.3488;0.018900;64131636;1.711733;5806404609;0.611833;2075423428;0.000100;269876
F;+;~;+;C;D;4;-;-;+;2.3405;0.018800;63789122;1.703400;5778273168;0.611967;2075876832;0.000100;255882
F;+;+;+;C;F;3;+;+;+;2.0020;0.018367;62294721;1.574200;5339912149;0.404167;1370978567;0.000100;199960
F;+;+;+;C;F;3;+;-;+;1.9737;0.019133;64842873;1.547167;5248334017;0.402033;1363720499;0.000100;219652
F;+;+;+;C;F;3;-;+;+;2.1057;0.018767;63742032;1.643600;5575433346;0.437000;1482407538;0.000100;214718
F;+;+;+;C;F;3;-;-;+;2.0915;0.018933;64153996;1.635833;5548934862;0.430267;1459431739;0.000100;201992
F;+;-;+;C;F;3;+;+;+;4.3963;0.020967;71094023;2.108600;7152856087;2.259933;7666108188;0.000033;162709
F;+;-;+;C;F;3;+;-;+;4.5271;0.021867;74249015;2.179200;7392387549;2.319533;7868356646;0.000100;175656
F;+;-;+;C;F;3;-;+;+;3.4184;0.021833;74098801;2.088533;7084608067;1.302000;4416655296;0.000000;154898
F;+;-;+;C;F;3;-;-;+;3.5910;0.020267;68723895;2.191033;7432435898;1.373800;4660088366;0.000033;166924
F;+;~;+;C;F;3;+;+;+;2.5058;0.019800;67087126;1.773400;6015670228;0.707467;2399775158;0.000100;211020
F;+;~;+;C;F;3;+;-;+;6.0690;0.082500;279832558;4.327400;14679555522;1.619033;5491971931;0.000100;262741
F;+;~;+;C;F;3;-;+;+;5.2351;0.030533;103643829;3.816467;12946162903;1.377633;4673099537;0.000100;256659
F;+;~;+;C;F;3;-;-;+;4.9295;0.029100;98752408;3.551467;12047292472;1.338200;4539348063;0.001100;3667333
F;+;+;+;C;F;4;+;+;+;4.2740;0.035900;121697492;3.374633;11447394445;0.851867;2889672807;0.000100;259431
F;+;+;+;C;F;4;+;-;+;3.9944;0.030900;104740950;3.105833;10535654709;0.847167;2873616937;0.000100;249565
F;+;+;+;C;F;4;-;+;+;4.6404;0.037267;126435882;3.634000;12327293971;0.957800;3245891319;0.000100;255375
F;+;+;+;C;F;4;-;-;+;4.7167;0.032233;109307987;3.661500;12420580865;1.011267;3430313153;0.000100;246044
F;+;-;+;C;F;4;+;+;+;11.4499;0.036400;123333711;5.154600;17485447140;6.242333;21175413988;0.000100;210268
F;+;-;+;C;F;4;+;-;+;11.2000;0.044433;150642257;5.049200;17128012177;6.093333;20669950876;0.000100;214679
F;+;-;+;C;F;4;-;+;+;8.0300;0.031500;106858622;4.715900;15997322686;3.271200;11096477681;0.000100;198910
F;+;-;+;C;F;4;-;-;+;7.8155;0.035367;119909028;4.537533;15392300429;3.231333;10961359945;0.000100;196431
F;+;~;+;C;F;4;+;+;+;2.3101;0.018300;62109021;1.618567;5490519508;0.668033;2265996168;0.000100;201802
F;+;~;+;C;F;4;+;-;+;2.2935;0.019633;66560419;1.608500;5456446948;0.660000;2238814817;0.000100;198704
F;+;~;+;C;F;4;-;+;+;2.4870;0.019700;66880432;1.784200;6052428069;0.676400;2294492934;0.000100;208306
F;+;~;+;C;F;4;-;-;+;2.5988;0.020033;67994118;1.848900;6271802384;0.723267;2453442085;0.000100;216253
F;+;+;+;C;I;3;+;+;+;4.3236;0.019467;66033210;1.681600;5704306719;2.616467;8875607361;0.000100;211419
F;+;+;+;C;I;3;+;-;+;4.2848;0.019533;66215297;1.668900;5661125918;2.590067;8786047565;0.000100;197370
F;+;+;+;C;I;3;-;+;+;3.1961;0.019433;65853802;1.671867;5671198064;1.498867;5084478676;0.000100;192721
F;+;+;+;C;I;3;-;-;+;3.1959;0.018900;64069732;1.671967;5671675564;1.498967;5084922496;0.000100;192744
F;+;-;+;C;I;3;+;+;+;4.6741;0.020867;70739761;2.058133;6981507983;2.589000;8782531700;0.000033;163747
F;+;-;+;C;I;3;+;-;+;4.7159;0.019967;67749916;2.078500;7050695194;2.611500;8858734166;0.000067;164940
F;+;-;+;C;I;3;-;+;+;3.5363;0.020867;70840634;2.055167;6971428357;1.454200;4932942345;0.000000;153746
F;+;-;+;C;I;3;-;-;+;3.5275;0.020067;68118925;2.048233;6947960007;1.453133;4929287223;0.000067;170927
F;+;~;+;C;I;3;+;+;+;2.1152;0.018033;61253509;1.531567;5195375544;0.560533;1901354839;0.000100;195360
F;+;~;+;C;I;3;+;-;+;2.1080;0.018233;61823237;1.527500;5181525823;0.557067;1889688526;0.000100;184666
F;+;~;+;C;I;3;-;+;+;2.2683;0.018667;63244026;1.657667;5623207673;0.585833;1987142962;0.000100;198216
F;+;~;+;C;I;3;-;-;+;2.3073;0.020000;67934072;1.687067;5722919658;0.593800;2014164524;0.000100;192983
F;+;+;+;C;I;4;+;+;+;4.2760;0.018667;63216662;1.667067;5655054419;2.583800;8764833581;0.000100;209976
F;+;+;+;C;I;4;+;-;+;4.3019;0.019600;66407713;1.677800;5691410847;2.598033;8813130950;0.000100;202342
F;+;+;+;C;I;4;-;+;+;3.1981;0.018800;63822879;1.672600;5673772119;1.500567;5090215944;0.000100;199903
F;+;+;+;C;I;4;-;-;+;3.2173;0.019233;65229023;1.684433;5713911847;1.507200;5112769128;0.000100;192973
F;+;-;+;C;I;4;+;+;+;4.6790;0.020000;67789139;2.064333;7002614835;2.588800;8781836424;0.000067;166377
F;+;-;+;C;I;4;+;-;+;4.6742;0.019900;67464191;2.060267;6988885165;2.588000;8779087096;0.000067;164238
F;+;-;+;C;I;4;-;+;+;3.5334;0.020933;70928845;2.050400;6955344999;1.456333;4940108439;0.000000;159029
F;+;-;+;C;I;4;-;-;+;3.5447;0.020200;68466897;2.058900;6984245337;1.458833;4948660249;0.000033;167962
F;+;~;+;C;I;4;+;+;+;2.1132;0.020033;67986520;1.529800;5189469851;0.557833;1892298067;0.000100;186292
F;+;~;+;C;I;4;+;-;+;2.1126;0.018267;62028510;1.531067;5193619326;0.557933;1892526130;0.000100;188499
F;+;~;+;C;I;4;-;+;+;2.2924;0.018767;63678808;1.679100;5695885707;0.588467;1996177816;0.000100;191665
F;+;~;+;C;I;4;-;-;+;2.3916;0.019933;67644205;1.753367;5947712508;0.612000;2075974070;0.000100;215646
F;+;+;+;F;D;3;+;+;+;0.7488;0.059100;200566894;0.258633;877304634;0.425933;1444737625;0.000100;204292
F;+;+;+;F;D;3;+;-;+;0.7420;0.054467;184793872;0.258933;878349188;0.423333;1435958936;0.000100;203245
F;+;+;+;F;D;3;-;+;+;0.8053;0.057867;196344089;0.295400;1001911155;0.446100;1513096301;0.000100;230615
F;+;+;+;F;D;3;-;-;+;0.8163;0.056700;192300982;0.302467;1026007463;0.451900;1532797369;0.000100;236760
F;+;-;+;F;D;3;+;+;+;2.1336;0.053767;182294512;0.290867;986589174;1.783633;6050399585;0.000100;192919
F;+;-;+;F;D;3;+;-;+;2.1008;0.053233;180549974;0.286467;971689758;1.756067;5956867590;0.000100;198099
F;+;-;+;F;D;3;-;+;+;1.6721;0.054767;185859565;0.288333;978095737;1.323633;4490020556;0.000100;185853
F;+;-;+;F;D;3;-;-;+;1.6718;0.053667;182070065;0.287333;974671293;1.325667;4496904700;0.000100;188259
F;+;~;+;F;D;3;+;+;+;1.0177;0.057167;193836122;0.265167;899442281;0.690033;2340674243;0.000100;214726
F;+;~;+;F;D;3;+;-;+;0.9888;0.054633;185408866;0.260233;882769911;0.668933;2269028248;0.000100;211598
F;+;~;+;F;D;3;-;+;+;1.1049;0.062133;210780040;0.310500;1053162836;0.726567;2464502400;0.000100;238308
F;+;~;+;F;D;3;-;-;+;1.0956;0.055600;188598991;0.307700;1043710739;0.727133;2466430853;0.000100;230506
F;+;+;+;F;D;4;+;+;+;0.7637;0.055567;188458321;0.267633;907768218;0.435233;1476341084;0.000100;218429
F;+;+;+;F;D;4;+;-;+;0.8001;0.057900;196356557;0.278500;944627037;0.457933;1553265376;0.000100;228140
F;+;+;+;F;D;4;-;+;+;0.8298;0.057800;196003048;0.304600;1033102688;0.462033;1567201909;0.000100;245139
F;+;+;+;F;D;4;-;-;+;0.8260;0.056200;190690748;0.304133;1031652286;0.460933;1563495524;0.000100;246394
F;+;-;+;F;D;4;+;+;+;2.1733;0.055600;188552226;0.296967;1007311922;1.815633;6159034112;0.000100;195869
F;+;-;+;F;D;4;+;-;+;2.1693;0.053133;180310606;0.298300;1011777538;1.812833;6149445253;0.000100;199790
F;+;-;+;F;D;4;-;+;+;1.7245;0.053867;182677427;0.298867;1013693482;1.366867;4636728739;0.000100;205936
F;+;-;+;F;D;4;-;-;+;1.7630;0.058033;196812895;0.303800;1030435264;1.396033;4735525077;0.000100;203195
F;+;~;+;F;D;4;+;+;+;1.0152;0.056300;190994836;0.269000;912484324;0.684467;2321751854;0.000100;225535
F;+;~;+;F;D;4;+;-;+;0.9948;0.055600;188628854;0.260833;884791323;0.673367;2284007114;0.000100;233437
F;+;~;+;F;D;4;-;+;+;1.1224;0.055833;189335021;0.328500;1114259264;0.733067;2486612693;0.000100;222198
F;+;~;+;F;D;4;-;-;+;1.0943;0.058267;197693225;0.308067;1044873859;0.722767;2451548546;0.000100;234872
F;+;+;+;F;F;3;+;+;+;0.6307;0.056567;191925098;0.255000;864871339;0.313867;1064521667;0.000100;188182
F;+;+;+;F;F;3;+;-;+;0.6280;0.057400;194731246;0.255933;868192336;0.309433;1049566936;0.000100;184893
F;+;+;+;F;F;3;-;+;+;0.6985;0.064033;217195780;0.294067;997492788;0.334867;1135775443;0.000100;193538
F;+;+;+;F;F;3;-;-;+;0.6708;0.056933;193190192;0.286367;971389728;0.322100;1092484805;0.000100;183336
F;+;-;+;F;F;3;+;+;+;1.9555;0.058600;198822442;0.303367;1029018065;1.587767;5385916221;0.000000;150716
F;+;-;+;F;F;3;+;-;+;1.9262;0.053167;180410063;0.298900;1013771813;1.568767;5321507554;0.000000;143593
F;+;-;+;F;F;3;-;+;+;1.5653;0.056300;191027469;0.304767;1033660147;1.198800;4066513122;0.000000;134226
F;+;-;+;F;F;3;-;-;+;1.5865;0.054733;185665058;0.312167;1058930999;1.214333;4119240837;0.000000;141769
F;+;~;+;F;F;3;+;+;+;0.9054;0.057267;194221196;0.265500;900575768;0.577367;1958350115;0.000033;165344
F;+;~;+;F;F;3;+;-;+;0.9053;0.057267;194212540;0.265633;900965239;0.576733;1956397431;0.000100;178915
F;+;~;+;F;F;3;-;+;+;0.9673;0.055233;187338163;0.300567;1019543964;0.606033;2055612923;0.000100;174646
F;+;~;+;F;F;3;-;-;+;0.9910;0.056867;192828827;0.314500;1066767418;0.614300;2083686979;0.000100;182060
F;+;+;+;F;F;4;+;+;+;0.6116;0.056133;190358821;0.247900;840801407;0.302400;1025663632;0.000100;169813
F;+;+;+;F;F;4;+;-;+;0.6103;0.055000;186532923;0.247467;839460414;0.302800;1027075660;0.000033;165960
F;+;+;+;F;F;4;-;+;+;0.6587;0.056233;190830183;0.280233;950600618;0.317100;1075611204;0.000100;188396
F;+;+;+;F;F;4;-;-;+;0.6599;0.055000;186589410;0.282533;958358449;0.317467;1076812534;0.000100;187701
F;+;-;+;F;F;4;+;+;+;1.9454;0.054333;184278860;0.302467;1025866510;1.583433;5371358365;0.000033;156428
F;+;-;+;F;F;4;+;-;+;1.8849;0.053633;181963893;0.289733;982781315;1.536167;5210896683;0.000000;132742
F;+;-;+;F;F;4;-;+;+;1.5285;0.055500;188306019;0.292567;992468272;1.174933;3985511812;0.000000;131073
F;+;-;+;F;F;4;-;-;+;1.5257;0.052333;177531635;0.291333;988269969;1.176767;3991802239;0.000000;128224
F;+;~;+;F;F;4;+;+;+;0.9231;0.057200;194006247;0.276200;936822329;0.584433;1982427047;0.000100;177298
F;+;~;+;F;F;4;+;-;+;0.8962;0.055500;188296434;0.264000;895518646;0.571133;1937281263;0.000100;180539
F;+;~;+;F;F;4;-;+;+;0.9596;0.056667;192148451;0.298967;1014124685;0.598533;2030276958;0.000100;179002
F;+;~;+;F;F;4;-;-;+;0.9605;0.058333;197997688;0.298500;1012627101;0.597967;2028349285;0.000100;175368
F;+;+;+;F;I;3;+;+;+;3.3545;0.057900;196370235;0.100867;342079866;3.189833;10820560474;0.000100;174279
F;+;+;+;F;I;3;+;-;+;3.3273;0.055933;189607408;0.097467;330669084;3.168567;10748508252;0.000100;182887
F;+;+;+;F;I;3;-;+;+;3.0826;0.054500;184879480;0.097333;330098766;2.925433;9923696635;0.000100;171314
F;+;+;+;F;I;3;-;-;+;3.1252;0.057533;195267598;0.098067;332705520;2.964067;10054695747;0.000100;168683
F;+;-;+;F;I;3;+;+;+;3.3274;0.054167;183892399;0.114900;389807456;3.153067;10695973070;0.000000;131155
F;+;-;+;F;I;3;+;-;+;3.3198;0.052667;178632165;0.113367;384573231;3.148667;10680991773;0.000000;132815
F;+;-;+;F;I;3;-;+;+;3.1639;0.052833;179295942;0.112933;383017595;2.992833;10152389183;0.000000;132520
F;+;-;+;F;I;3;-;-;+;3.3291;0.059167;200753812;0.121267;411213259;3.143800;10664430983;0.000033;146373
F;+;~;+;F;I;3;+;+;+;1.3528;0.060867;206492455;0.106433;360958327;1.180200;4003352528;0.000100;183937
F;+;~;+;F;I;3;+;-;+;1.4151;0.057767;195916282;0.115300;391075088;1.236833;4195477124;0.000100;214276
F;+;~;+;F;I;3;-;+;+;1.3420;0.056900;193026374;0.099700;338172318;1.179800;4002026093;0.000100;178563
F;+;~;+;F;I;3;-;-;+;1.3233;0.057200;194065019;0.098633;334464644;1.162400;3943103670;0.000100;174460
F;+;+;+;F;I;4;+;+;+;3.3469;0.056833;192845047;0.098300;333439852;3.186667;10809786650;0.000100;189391
F;+;+;+;F;I;4;+;-;+;3.3487;0.055633;188681190;0.098600;334373847;3.188967;10817719528;0.000100;198606
F;+;+;+;F;I;4;-;+;+;3.1193;0.055467;188257180;0.098033;332641900;2.960333;10042196579;0.000100;183711
F;+;+;+;F;I;4;-;-;+;3.1037;0.054500;184851161;0.098667;334601027;2.945700;9992368651;0.000100;176957
F;+;-;+;F;I;4;+;+;+;3.3859;0.054267;184109573;0.116400;394785733;3.210067;10889218621;0.000033;155262
F;+;-;+;F;I;4;+;-;+;3.3351;0.052967;179634678;0.113833;386133295;3.162900;10729146053;0.000000;133171
F;+;-;+;F;I;4;-;+;+;3.1556;0.053800;182516286;0.115467;391609796;2.981000;10112169927;0.000000;138211
F;+;-;+;F;I;4;-;-;+;3.1601;0.053833;182529590;0.115333;391183740;2.985367;10127067525;0.000000;130896
F;+;~;+;F;I;4;+;+;+;1.2519;0.054500;184910154;0.095300;323274302;1.096833;3720628231;0.000100;172621
F;+;~;+;F;I;4;+;-;+;1.2565;0.055633;188719493;0.096367;326857657;1.098833;3727432459;0.000100;186087
F;+;~;+;F;I;4;-;+;+;1.3165;0.056767;192518968;0.097400;330344345;1.156800;3923997443;0.000100;175922
F;+;~;+;F;I;4;-;-;+;1.3447;0.057167;193789505;0.101933;345703222;1.180467;4004222085;0.000100;177126
