O;ARCH;VEC;ALIG;IMG;KER;MINC;E;FM;S;Total_s;Read_s;Read_cyc;Write_s;Write_cyc;Conv_s;Conv_cyc;Ker_s;Ker_cyc
3;+;~;+;F;D;3;+;+;+;0.5372;0.025767;64368824;0.168400;420348672;0.339267;846700834;0.000000;58653
3;+;~;+;F;D;3;+;-;+;0.4826;0.027800;69407705;0.174667;435913177;0.276100;689126135;0.000000;56425
3;+;~;+;F;D;3;-;+;+;0.5603;0.027100;67636855;0.174000;434281336;0.354800;885504869;0.000000;63148
3;+;~;+;F;D;3;-;-;+;0.4893;0.028167;70289775;0.177433;442781155;0.279967;698771944;0.000000;57045
3;+;+;+;F;D;4;+;+;+;0.4157;0.025967;64849959;0.177900;444001634;0.207967;519097669;0.000000;67010
3;+;+;+;F;D;4;+;-;+;0.4340;0.027167;67825410;0.180400;450217049;0.222667;555730514;0.000000;60145
3;+;+;+;F;D;4;-;+;+;0.4560;0.027733;69197060;0.190733;476047692;0.233800;583453674;0.000000;95986
3;+;+;+;F;D;4;-;-;+;0.4098;0.027833;69523456;0.167700;418514141;0.210333;524983236;0.000000;47246
3;+;-;+;F;D;4;+;+;+;1.0890;0.028033;70027194;0.174500;435519932;0.882600;2202910672;0.000000;57902
3;+;-;+;F;D;4;+;-;+;1.1270;0.029433;73503994;0.174833;436341020;0.918800;2293221457;0.000000;61110
3;+;-;+;F;D;4;-;+;+;0.8134;0.026333;65775663;0.177067;442032831;0.606133;1512887347;0.000067;177545
3;+;-;+;F;D;4;-;-;+;0.9087;0.028033;69861899;0.168933;421639014;0.707500;1765858145;0.000000;45349
3;+;~;+;F;D;4;+;+;+;0.5293;0.027467;68507568;0.164900;411593431;0.332233;829188011;0.000000;64326
3;+;~;+;F;D;4;+;-;+;0.4587;0.027067;67590966;0.164333;410166050;0.262967;656381562;0.000000;36563
3;+;~;+;F;D;4;-;+;+;0.5287;0.024833;62008492;0.164567;410771295;0.335267;836806666;0.000000;52125
3;+;~;+;F;D;4;-;-;+;0.4458;0.027233;67993438;0.160433;400444179;0.254233;634562779;0.000000;33154
3;+;+;+;F;F;3;+;+;+;0.4265;0.026433;65942994;0.161967;404201181;0.234033;584114061;0.000000;44807
3;+;+;+;F;F;3;+;-;+;0.3962;0.026967;67305030;0.163333;407733565;0.201300;502473024;0.000000;26697
3;+;+;+;F;F;3;-;+;+;0.4318;0.024700;61693112;0.171933;429121717;0.231100;576767294;0.000000;44509
3;+;+;+;F;F;3;-;-;+;0.3564;0.028267;70564625;0.164933;411647375;0.158433;395363705;0.000000;27044
3;+;-;+;F;F;3;+;+;+;0.9270;0.025167;62835178;0.163367;407815957;0.734367;1832914336;0.000000;29400
3;+;-;+;F;F;3;+;-;+;1.0339;0.027600;68887304;0.162867;406526904;0.838800;2093601034;0.000000;27152
3;+;-;+;F;F;3;-;+;+;0.7686;0.025533;63722453;0.163267;407444739;0.575633;1436694371;0.000000;25323
3;+;-;+;F;F;3;-;-;+;0.8298;0.029933;74694096;0.179400;447842323;0.615267;1535689048;0.000000;33915
3;+;~;+;F;F;3;+;+;+;0.4746;0.027300;68207376;0.175300;437491363;0.267500;667631148;0.000000;58931
3;+;~;+;F;F;3;+;-;+;0.4924;0.026167;65266220;0.171533;428140584;0.290867;725924604;0.000000;31910
3;+;~;+;F;F;3;-;+;+;0.4703;0.027433;68432122;0.170467;425476801;0.267967;668881228;0.000033;86846
3;+;~;+;F;F;3;-;-;+;0.4881;0.027333;68182276;0.176100;439474586;0.280700;700511355;0.000000;35205
3;+;+;+;F;F;4;+;+;+;0.4445;0.026167;65328034;0.170500;425507253;0.243933;608871343;0.000000;57278
3;+;+;+;F;F;4;+;-;+;0.4131;0.025900;64698146;0.171600;428265836;0.212033;529204575;0.000000;33244
3;+;+;+;F;F;4;-;+;+;0.4365;0.026833;67039429;0.168133;419674067;0.235800;588465266;0.000000;52759
3;+;+;+;F;F;4;-;-;+;0.3692;0.028133;70252384;0.171033;426854698;0.165733;413681677;0.000000;35211
3;+;-;+;F;F;4;+;+;+;1.0295;0.029233;73022998;0.180833;451347960;0.815067;2034294599;0.000000;40439
3;+;-;+;F;F;4;+;-;+;1.0593;0.027867;69499522;0.167433;417905601;0.859767;2145910145;0.000000;34004
3;+;-;+;F;F;4;-;+;+;0.7937;0.026033;64984557;0.171833;428890830;0.591567;1476515413;0.000000;32954
3;+;-;+;F;F;4;-;-;+;0.8357;0.028300;70616797;0.176500;440587371;0.626733;1564296433;0.000000;37151
3;+;~;+;F;F;4;+;+;+;0.4510;0.025667;64043739;0.165400;412859007;0.255567;637816326;0.000000;49509
3;+;~;+;F;F;4;+;-;+;0.4957;0.029000;72405574;0.172133;429579762;0.289900;723568405;0.000000;32877
3;+;~;+;F;F;4;-;+;+;0.4631;0.026267;65620681;0.169333;422586415;0.263100;656647240;0.000000;53445
3;+;~;+;F;F;4;-;-;+;0.4792;0.028167;70311017;0.172333;430072191;0.274333;684665402;0.000000;29677
3;+;+;+;F;I;3;+;+;+;1.0198;0.025233;62948594;0.166900;416584485;0.823500;2055442272;0.000000;54471
3;+;+;+;F;I;3;+;-;+;1.1328;0.026900;67095070;0.171267;427491258;0.930367;2322173130;0.000000;38876
3;+;+;+;F;I;3;-;+;+;0.9895;0.025267;63079854;0.167500;417959152;0.792733;1978668920;0.000000;51767
3;+;+;+;F;I;3;-;-;+;1.0200;0.026667;66577925;0.165867;413961119;0.823233;2054680993;0.000000;33155
3;+;-;+;F;I;3;+;+;+;1.0564;0.027567;68834779;0.177833;443859695;0.846333;2112428129;0.000000;35293
3;+;-;+;F;I;3;+;-;+;1.0480;0.027700;69118751;0.172833;431368721;0.842900;2103800308;0.000000;30930
3;+;-;+;F;I;3;-;+;+;0.7738;0.025933;64706973;0.163100;407156531;0.580233;1448228173;0.000000;26295
3;+;-;+;F;I;3;-;-;+;0.7881;0.026033;64996818;0.163367;407694489;0.594533;1483999276;0.000000;27941
3;+;~;+;F;I;3;+;+;+;0.4670;0.024833;62014680;0.171033;426847990;0.267233;666945436;0.000000;47591
3;+;~;+;F;I;3;+;-;+;0.5945;0.028833;72006968;0.203833;508654755;0.357967;893303938;0.000033;83242
3;+;~;+;F;I;3;-;+;+;0.4929;0.026900;67138924;0.178600;445771525;0.282867;705957526;0.000000;56988
3;+;~;+;F;I;3;-;-;+;0.5344;0.028267;70553443;0.182033;454308861;0.319633;797711985;0.000000;40615
3;+;+;+;F;I;4;+;+;+;1.0416;0.025700;64158245;0.172400;430260092;0.839567;2095508186;0.000000;60295
3;+;+;+;F;I;4;+;-;+;1.1490;0.029367;73280178;0.173033;431886367;0.941967;2351063085;0.000000;46618
3;+;+;+;F;I;4;-;+;+;1.0205;0.027100;67693403;0.173567;433264084;0.815200;2034739823;0.000000;63511
3;+;+;+;F;I;4;-;-;+;1.0859;0.027467;68554255;0.184533;460506755;0.870000;2171464407;0.000000;41153
3;+;-;+;F;I;4;+;+;+;1.1253;0.029767;74258000;0.183233;457239560;0.907700;2265496767;0.000000;43373
3;+;-;+;F;I;4;+;-;+;1.1071;0.030000;74924769;0.176800;441191365;0.888333;2217220084;0.000000;50387
3;+;-;+;F;I;4;-;+;+;0.8402;0.029200;72852900;0.178000;444225391;0.628367;1568303710;0.000000;37721
3;+;-;+;F;I;4;-;-;+;0.8424;0.028333;70706399;0.176000;439165612;0.633767;1581791052;0.000000;41782
3;+;~;+;F;I;4;+;+;+;0.4977;0.027267;68128195;0.183867;458853254;0.282067;704024551;0.000000;62636
3;+;~;+;F;I;4;+;-;+;0.5134;0.028233;70501542;0.168933;421654241;0.311767;778133502;0.000000;37907
3;+;~;+;F;I;4;-;+;+;0.4817;0.027100;67670507;0.173100;432047376;0.277133;691630429;0.000000;56949
3;+;~;+;F;I;4;-;-;+;0.5364;0.028600;71406740;0.175933;439012151;0.327633;817728645;0.000000;42667
F;+;+;+;C;D;3;+;+;+;1.4051;0.013433;33521371;1.143500;2854006762;0.243733;608269263;0.000000;99269
F;+;+;+;C;D;3;+;-;+;1.4252;0.014633;36492429;1.160300;2896012158;0.245733;613375169;0.000000;104497
F;+;+;+;C;D;3;-;+;+;1.4474;0.014500;36108592;1.177833;2939796172;0.250433;625081389;0.000033;139633
F;+;+;+;C;D;3;-;-;+;1.4116;0.013533;33770226;1.150433;2871455084;0.243300;607178846;0.000000;92651
F;+;-;+;C;D;3;+;+;+;2.3196;0.014533;36226977;1.408100;3514564530;0.892733;2228237645;0.000000;100406
F;+;-;+;C;D;3;+;-;+;2.3090;0.014000;34964188;1.395700;3483577745;0.895067;2234073447;0.000000;87341
F;+;-;+;C;D;3;-;+;+;2.1935;0.014167;35394227;1.418367;3540159470;0.757100;1889682371;0.000033;102550
F;+;-;+;C;D;3;-;-;+;2.1186;0.014600;36380561;1.369533;3418301314;0.730267;1822655451;0.000000;80306
F;+;~;+;C;D;3;+;+;+;1.5351;0.014400;35932554;1.130367;2821344430;0.386233;964006127;0.000000;88906
F;+;~;+;C;D;3;+;-;+;1.4759;0.012267;30643891;1.086200;2711075283;0.373700;932763219;0.000000;84849
F;+;~;+;C;D;3;-;+;+;1.4734;0.013100;32670198;1.083233;2703651496;0.372767;930368587;0.000000;81700
F;+;~;+;C;D;3;-;-;+;1.4715;0.014033;35090527;1.082033;2700700906;0.371033;926054654;0.000000;77966
F;+;+;+;C;D;4;+;+;+;1.3446;0.014500;36137612;1.092633;2727133416;0.232333;579779409;0.000000;85579
F;+;+;+;C;D;4;+;-;+;1.3477;0.014900;37196068;1.093300;2728823148;0.234400;585049605;0.000033;96629
F;+;+;+;C;D;4;-;+;+;1.3383;0.014500;36217439;1.087333;2714010418;0.232067;579162058;0.000000;82920
F;+;+;+;C;D;4;-;-;+;1.3912;0.013367;33300034;1.132267;2826011389;0.241367;602427352;0.000000;90244
F;+;-;+;C;D;4;+;+;+;2.1973;0.013367;33383513;1.325167;3307487005;0.854733;2133333122;0.000000;76245
F;+;-;+;C;D;4;+;-;+;2.1611;0.014733;36798722;1.305400;3258144112;0.836800;2088653890;0.000000;73492
F;+;-;+;C;D;4;-;+;+;2.0222;0.016000;39891381;1.308567;3266110258;0.692633;1728720334;0.000000;71935
F;+;-;+;C;D;4;-;-;+;2.0280;0.013133;32799142;1.309867;3269359745;0.701033;1749840818;0.000000;71653
F;+;~;+;C;D;4;+;+;+;1.4760;0.012233;30570885;1.087100;2713328671;0.372867;930591650;0.000000;85483
F;+;~;+;C;D;4;+;-;+;1.4795;0.013333;33279682;1.088367;2716441428;0.373267;931584808;0.000000;83312
F;+;~;+;C;D;4;-;+;+;1.4704;0.012600;31374044;1.082867;2702717691;0.371200;926485155;0.000000;82498
F;+;~;+;C;D;4;-;-;+;1.4698;0.012700;31650340;1.081633;2699652161;0.371667;927648021;0.000000;80469
F;+;+;+;C;F;3;+;+;+;1.3787;0.012800;31913759;1.102633;2752062949;0.259367;647373408;0.000000;73694
F;+;+;+;C;F;3;+;-;+;1.3891;0.014267;35624001;1.111433;2774086520;0.258533;645352895;0.000000;74684
F;+;+;+;C;F;3;-;+;+;1.3517;0.014000;34979810;1.082167;2701040914;0.251067;626696211;0.000000;76449
F;+;+;+;C;F;3;-;-;+;1.3553;0.014433;36071612;1.084300;2706381303;0.251933;628857480;0.000000;75449
F;+;-;+;C;F;3;+;+;+;2.1595;0.014367;35858090;1.292100;3224978888;0.848200;2117056084;0.000000;55474
F;+;-;+;C;F;3;+;-;+;2.1450;0.016933;42250606;1.284700;3206573413;0.837933;2091372220;0.000000;55055
F;+;-;+;C;F;3;-;+;+;1.9830;0.013267;33087826;1.295600;3233802570;0.670000;1672347661;0.000000;56820
F;+;-;+;C;F;3;-;-;+;1.9792;0.013933;34739102;1.292333;3225515417;0.668233;1667875314;0.000000;53478
F;+;~;+;C;F;3;+;+;+;1.4865;0.013767;34322006;1.093967;2730467889;0.374100;933664866;0.000000;73198
F;+;~;+;C;F;3;+;-;+;1.4855;0.014000;34975891;1.093767;2729955084;0.373100;931244841;0.000000;73915
F;+;~;+;C;F;3;-;+;+;1.4802;0.014967;37446506;1.088733;2717405454;0.371267;926613501;0.000000;75846
F;+;~;+;C;F;3;-;-;+;1.4765;0.013033;32483312;1.087867;2715306682;0.371267;926683502;0.000000;79278
F;+;+;+;C;F;4;+;+;+;1.3899;0.013600;33974005;1.109333;2768843725;0.262333;654742940;0.000000;75816
F;+;+;+;C;F;4;+;-;+;1.3812;0.012800;31963432;1.104833;2757564146;0.259433;647541158;0.000000;74164
F;+;+;+;C;F;4;-;+;+;1.3484;0.013467;33693277;1.081233;2698708106;0.249733;623313697;0.000000;75510
F;+;+;+;C;F;4;-;-;+;1.3960;0.014300;35730691;1.115967;2785315990;0.260733;650764775;0.000000;94684
F;+;-;+;C;F;4;+;+;+;2.2318;0.013467;33597821;1.344233;3355055850;0.870200;2171888946;0.000000;64809
F;+;-;+;C;F;4;+;-;+;2.1704;0.014600;36393100;1.302533;3251017242;0.848433;2117623981;0.000000;55381
F;+;-;+;C;F;4;-;+;+;1.9743;0.013767;34346901;1.288900;3217030559;0.667933;1667161773;0.000000;54719
F;+;-;+;C;F;4;-;-;+;1.9745;0.013733;34214143;1.289367;3218205893;0.667300;1665589804;0.000000;53467
F;+;~;+;C;F;4;+;+;+;1.4817;0.012367;30861447;1.093867;2730218051;0.371800;928001162;0.000000;74675
F;+;~;+;C;F;4;+;-;+;1.4842;0.012967;32453539;1.093833;2730064578;0.373067;931120097;0.000000;72766
F;+;~;+;C;F;4;-;+;+;1.4792;0.013700;34136680;1.089400;2719117119;0.371800;928063112;0.000000;75693
F;+;~;+;C;F;4;-;-;+;1.4771;0.012833;32058545;1.089067;2718240650;0.371033;926078263;0.000000;71704
F;+;+;+;C;I;3;+;+;+;1.7266;0.011967;29837929;1.082367;2701447442;0.628800;1569501407;0.000000;76731
F;+;+;+;C;I;3;+;-;+;1.7290;0.012067;30143880;1.084333;2706433843;0.628800;1569471195;0.000033;112695
F;+;+;+;C;I;3;-;+;+;1.6338;0.014267;35664957;1.074233;2681229511;0.540767;1349729679;0.000000;68973
F;+;+;+;C;I;3;-;-;+;1.6366;0.013567;33840163;1.076000;2685685945;0.542667;1354425372;0.000000;72265
F;+;-;+;C;I;3;+;+;+;2.0527;0.012533;31316121;1.313400;3278109349;0.723467;1805770636;0.000000;62146
F;+;-;+;C;I;3;+;-;+;2.0339;0.012567;31333365;1.304733;3256597918;0.713300;1780389019;0.000000;56689
F;+;-;+;C;I;3;-;+;+;1.8997;0.013733;34210863;1.305333;3258053018;0.576200;1438103350;0.000000;55038
F;+;-;+;C;I;3;-;-;+;1.9023;0.013833;34457238;1.308200;3265213862;0.575767;1437081207;0.000000;55340
F;+;~;+;C;I;3;+;+;+;1.3948;0.013733;34317045;1.084633;2707192549;0.291733;728217139;0.000000;75814
F;+;~;+;C;I;3;+;-;+;1.3912;0.014767;36835125;1.081900;2700330879;0.289267;721967457;0.000000;75583
F;+;~;+;C;I;3;-;+;+;1.4051;0.015033;37551140;1.101067;2748214438;0.283533;707637788;0.000000;71727
F;+;~;+;C;I;3;-;-;+;1.3930;0.012200;30453293;1.094033;2730676563;0.282833;705904350;0.000000;75295
F;+;+;+;C;I;4;+;+;+;1.7293;0.013633;34062818;1.085933;2710361821;0.625733;1561794210;0.000000;80153
F;+;+;+;C;I;4;+;-;+;1.7178;0.013233;32957039;1.075300;2683891181;0.624900;1559717173;0.000000;77832
F;+;+;+;C;I;4;-;+;+;1.6305;0.013900;34682553;1.071567;2674544036;0.540433;1348884823;0.000033;103170
F;+;+;+;C;I;4;-;-;+;1.6206;0.012500;31235439;1.067167;2663591157;0.537000;1340307867;0.000000;73811
F;+;-;+;C;I;4;+;+;+;1.9991;0.013700;34208434;1.282033;3199828889;0.699267;1745331560;0.000000;58212
F;+;-;+;C;I;4;+;-;+;2.0146;0.012533;31250931;1.289833;3219382372;0.708633;1768701578;0.000000;58065
F;+;-;+;C;I;4;-;+;+;1.9047;0.012567;31409991;1.313067;3277374164;0.575200;1435692671;0.000000;54988
F;+;-;+;C;I;4;-;-;+;1.8955;0.012800;31923284;1.304300;3255476132;0.574500;1433882845;0.000000;55957
F;+;~;+;C;I;4;+;+;+;1.3766;0.012967;32356311;1.071400;2674211322;0.288033;718849988;0.000000;75044
F;+;~;+;C;I;4;+;-;+;1.3787;0.013367;33324706;1.071967;2675615890;0.289000;721249704;0.000000;73459
F;+;~;+;C;I;4;-;+;+;1.3912;0.012800;31895806;1.092133;2725882958;0.282200;704392609;0.000000;74759
F;+;~;+;C;I;4;-;-;+;1.3930;0.013033;32540006;1.092867;2727775703;0.282567;705243312;0.000000;73402
F;+;+;+;F;D;3;+;+;+;0.3971;0.027267;68066066;0.167500;418099765;0.197767;493566926;0.000000;50486
F;+;+;+;F;D;3;+;-;+;0.3876;0.025200;62851607;0.160233;399942476;0.197767;493615188;0.000000;44524
F;+;+;+;F;D;3;-;+;+;0.3889;0.025433;63503650;0.161167;402295030;0.198467;495334631;0.000000;48408
F;+;+;+;F;D;3;-;-;+;0.3891;0.025167;62872025;0.161467;403039599;0.198133;494525704;0.000000;44540
F;+;-;+;F;D;3;+;+;+;1.0036;0.026367;65737161;0.168367;420284861;0.804300;2007503831;0.000000;36646
F;+;-;+;F;D;3;+;-;+;1.0022;0.025733;64248850;0.167800;418829471;0.805067;2009428535;0.000000;39619
F;+;-;+;F;D;3;-;+;+;0.7685;0.025633;64011560;0.163567;408337258;0.575400;1436098091;0.000000;43380
F;+;-;+;F;D;3;-;-;+;0.7708;0.027833;69408484;0.170167;424667670;0.568033;1417833659;0.000000;37730
F;+;~;+;F;D;3;+;+;+;0.5185;0.024400;60852319;0.162300;405036828;0.328167;819060311;0.000000;49324
F;+;~;+;F;D;3;+;-;+;0.5215;0.026067;65039090;0.161733;403683744;0.329633;822773108;0.000000;53824
F;+;~;+;F;D;3;-;+;+;0.5281;0.026733;66691899;0.163267;407409171;0.333467;832307471;0.000000;48214
F;+;~;+;F;D;3;-;-;+;0.5311;0.025400;63451846;0.164000;409329049;0.337433;842145087;0.000000;51794
F;+;+;+;F;D;4;+;+;+;0.3931;0.028233;70503946;0.161767;403697140;0.197300;492430219;0.000000;50691
F;+;+;+;F;D;4;+;-;+;0.3898;0.027300;68124893;0.160100;399648364;0.197833;493751213;0.000000;43670
F;+;+;+;F;D;4;-;+;+;0.3942;0.024500;61146234;0.164067;409491859;0.202067;504299190;0.000000;51451
F;+;+;+;F;D;4;-;-;+;0.3900;0.026100;65085952;0.161500;403165734;0.198100;494322763;0.000000;47403
F;+;-;+;F;D;4;+;+;+;0.9979;0.028333;70703203;0.159633;398437388;0.805600;2010719311;0.000000;39986
F;+;-;+;F;D;4;+;-;+;0.9985;0.026533;66260448;0.160700;401088239;0.806433;2012867347;0.000000;37339
F;+;-;+;F;D;4;-;+;+;0.7584;0.026733;66720711;0.162133;404626380;0.564833;1409848085;0.000000;32675
F;+;-;+;F;D;4;-;-;+;0.7596;0.028000;69875761;0.162100;404552647;0.564733;1409562153;0.000000;34559
F;+;~;+;F;D;4;+;+;+;0.5188;0.024700;61554820;0.162367;405256544;0.327900;818406754;0.000000;46928
F;+;~;+;F;D;4;+;-;+;0.5285;0.026267;65561974;0.170100;424556457;0.327933;818511411;0.000000;48551
F;+;~;+;F;D;4;-;+;+;0.5258;0.026167;65300852;0.163233;407394301;0.331600;827614245;0.000000;48527
F;+;~;+;F;D;4;-;-;+;0.5370;0.028300;70652520;0.165433;412849051;0.338867;845711154;0.000000;58025
F;+;+;+;F;F;3;+;+;+;0.4269;0.025567;63797821;0.161967;404213830;0.234733;585835140;0.000000;46984
F;+;+;+;F;F;3;+;-;+;0.4252;0.025800;64376024;0.161700;403680617;0.233367;582462618;0.000000;45053
F;+;+;+;F;F;3;-;+;+;0.4190;0.025833;64458069;0.160833;401458746;0.227667;568194143;0.000000;42379
F;+;+;+;F;F;3;-;-;+;0.4179;0.025333;63201294;0.160700;401117400;0.227233;567098609;0.000000;40524
F;+;-;+;F;F;3;+;+;+;0.9332;0.024900;62120246;0.169667;423484922;0.734633;1833636399;0.000000;27002
F;+;-;+;F;F;3;+;-;+;0.9426;0.027133;67732247;0.171900;429093667;0.738767;1843933510;0.000000;27178
F;+;-;+;F;F;3;-;+;+;0.7671;0.027500;68595559;0.163700;408657055;0.571300;1425942175;0.000000;27023
F;+;-;+;F;F;3;-;-;+;0.7566;0.025900;64662838;0.162167;404786880;0.563800;1407268734;0.000000;26156
F;+;~;+;F;F;3;+;+;+;0.4438;0.025867;64543664;0.162167;404751412;0.251400;627555585;0.000000;46187
F;+;~;+;F;F;3;+;-;+;0.4487;0.024300;60712690;0.170000;424324563;0.250500;625297070;0.000000;41736
F;+;~;+;F;F;3;-;+;+;0.4413;0.024533;61141047;0.160900;401618791;0.252067;629184255;0.000000;44077
F;+;~;+;F;F;3;-;-;+;0.4447;0.026433;65951138;0.161400;402829599;0.252533;630269045;0.000000;49859
F;+;+;+;F;F;4;+;+;+;0.4361;0.025067;62598614;0.170667;425949700;0.236033;589038019;0.000000;47999
F;+;+;+;F;F;4;+;-;+;0.4284;0.026167;65341378;0.162700;406071455;0.234700;585790205;0.000000;46005
F;+;+;+;F;F;4;-;+;+;0.4199;0.025667;63983947;0.161233;402451924;0.228467;570235014;0.000000;45806
F;+;+;+;F;F;4;-;-;+;0.4211;0.026300;65725701;0.161667;403568045;0.228467;570166556;0.000000;43374
F;+;-;+;F;F;4;+;+;+;0.9367;0.027033;67499854;0.170867;426491518;0.733900;1831774236;0.000000;28112
F;+;-;+;F;F;4;+;-;+;0.9248;0.025767;64359937;0.162533;405639885;0.732300;1827740201;0.000000;28104
F;+;-;+;F;F;4;-;+;+;0.7586;0.026167;65198293;0.161867;403995277;0.566233;1413204423;0.000000;28455
F;+;-;+;F;F;4;-;-;+;0.7661;0.026433;65999114;0.169533;423140368;0.566000;1412644667;0.000000;25107
F;+;~;+;F;F;4;+;+;+;0.4455;0.025067;62585520;0.163000;406806996;0.253100;631656355;0.000000;47234
F;+;~;+;F;F;4;+;-;+;0.4462;0.024833;62047826;0.163567;408271819;0.253500;632708309;0.000000;44362
F;+;~;+;F;F;4;-;+;+;0.4435;0.024700;61626006;0.161833;403920301;0.253000;631457692;0.000000;46445
F;+;~;+;F;F;4;-;-;+;0.4454;0.025667;63999011;0.162300;405076978;0.252733;630798669;0.000000;44402
F;+;+;+;F;I;3;+;+;+;1.0294;0.026433;66010574;0.169600;423221146;0.829000;2069076060;0.000000;58449
F;+;+;+;F;I;3;+;-;+;1.0243;0.026433;65897983;0.166633;415830305;0.826600;2063133357;0.000000;52495
F;+;+;+;F;I;3;-;+;+;0.9853;0.025467;63573915;0.173867;433907213;0.781500;1950570236;0.000000;52021
F;+;+;+;F;I;3;-;-;+;0.9906;0.026100;65079065;0.174200;434796664;0.786200;1962284487;0.000000;47891
F;+;-;+;F;I;3;+;+;+;1.0279;0.027000;67408261;0.164633;410840209;0.831700;2075885381;0.000000;31044
F;+;-;+;F;I;3;+;-;+;1.0193;0.028033;70005849;0.163533;408106858;0.822933;2053997675;0.000000;27183
F;+;-;+;F;I;3;-;+;+;0.7819;0.025567;63751249;0.164233;409947036;0.587933;1467464382;0.000000;27127
F;+;-;+;F;I;3;-;-;+;0.7921;0.027600;68867069;0.171800;428740234;0.588167;1468003700;0.000000;27428
F;+;~;+;F;I;3;+;+;+;0.4617;0.025067;62511512;0.164233;409878629;0.268200;669482461;0.000000;47140
F;+;~;+;F;I;3;+;-;+;0.4609;0.025367;63313718;0.164767;411241392;0.266233;664459505;0.000000;47548
F;+;~;+;F;I;3;-;+;+;0.4716;0.026167;65220969;0.174767;436219274;0.265933;663721244;0.000000;49976
F;+;~;+;F;I;3;-;-;+;0.4627;0.026167;65298768;0.165967;414228879;0.266200;664395289;0.000000;48823
F;+;+;+;F;I;4;+;+;+;1.0169;0.025967;64743706;0.171833;428858236;0.814567;2033141215;0.000000;48547
F;+;+;+;F;I;4;+;-;+;1.0103;0.025767;64304658;0.164600;410795692;0.815367;2035068584;0.000000;50086
F;+;+;+;F;I;4;-;+;+;0.9783;0.025500;63663089;0.166733;416199008;0.781333;1950135761;0.000000;48342
F;+;+;+;F;I;4;-;-;+;0.9873;0.025833;64453327;0.174800;436292882;0.782100;1952087017;0.000000;47507
F;+;-;+;F;I;4;+;+;+;1.0291;0.029333;73175348;0.172667;431014053;0.822067;2051754921;0.000000;26493
F;+;-;+;F;I;4;+;-;+;1.0260;0.026900;67071898;0.171133;427147490;0.822533;2052987818;0.000067;190168
F;+;-;+;F;I;4;-;+;+;0.7811;0.027000;67419116;0.164467;410422571;0.584900;1459902051;0.000000;25659
F;+;-;+;F;I;4;-;-;+;0.7955;0.026033;65018484;0.173700;433490670;0.591567;1476486553;0.000000;27779
F;+;~;+;F;I;4;+;+;+;0.4621;0.025600;63918046;0.164667;410924993;0.268033;668984215;0.000000;47653
F;+;~;+;F;I;4;+;-;+;0.4713;0.026967;67287384;0.172167;429775378;0.266600;665390265;0.000000;46140
F;+;~;+;F;I;4;-;+;+;0.4638;0.025767;64273857;0.166633;415923320;0.266733;665681558;0.000000;44755
F;+;~;+;F;I;4;-;-;+;0.4713;0.026400;65925601;0.174367;435192373;0.265967;663851893;0.000000;44573
