O;ARCH;VEC;ALIG;IMG;KER;MINC;E;FM;S;Total_s;Read_s;Read_cyc;Write_s;Write_cyc;Conv_s;Conv_cyc;Ker_s;Ker_cyc
3;+;-;+;F;D;3;-;-;+;1.7393;0.052700;131560715;0.322833;805756031;1.356700;3386283190;0.000000;63076
3;+;~;+;F;D;3;+;+;+;1.0304;0.050933;127099860;0.321567;802667629;0.650733;1624144716;0.000000;86183
3;+;~;+;F;D;3;+;-;+;0.8950;0.053167;132738996;0.317133;791643104;0.517367;1291314813;0.000000;58918
3;+;~;+;F;D;3;-;+;+;1.0467;0.050300;125581953;0.326567;815147602;0.662567;1653664422;0.000000;84719
3;+;~;+;F;D;3;-;-;+;0.8914;0.052767;131713718;0.323333;807049407;0.508067;1268156452;0.000000;61198
3;+;+;+;F;D;4;+;+;+;0.7745;0.050067;124959064;0.311700;777980948;0.405500;1012017272;0.000000;80659
3;+;+;+;F;D;4;+;-;+;0.7805;0.052567;131242337;0.324700;810441628;0.395967;988235873;0.000000;61237
3;+;+;+;F;D;4;-;+;+;0.7783;0.050333;125660902;0.321833;803278097;0.398933;995729193;0.000000;84981
3;+;+;+;F;D;4;-;-;+;0.7730;0.053367;133250556;0.312400;779728383;0.400133;998652788;0.000000;62519
3;+;-;+;F;D;4;+;+;+;1.9863;0.051867;129535950;0.319833;798302674;1.607233;4011629257;0.000000;64544
3;+;-;+;F;D;4;+;-;+;2.0845;0.052367;130802416;0.334400;834609160;1.690667;4219846485;0.000000;66036
3;+;-;+;F;D;4;-;+;+;1.5113;0.050933;127154132;0.323833;808285857;1.129167;2818424554;0.000000;61227
3;+;-;+;F;D;4;-;-;+;1.7413;0.053500;133607337;0.321667;802883849;1.359100;3392270114;0.000000;59793
3;+;~;+;F;D;4;+;+;+;1.0322;0.051033;127392829;0.321600;802702800;0.652233;1627892837;0.000000;79597
3;+;~;+;F;D;4;+;-;+;0.9094;0.052900;132033435;0.326867;815848964;0.522100;1303066238;0.000000;70758
3;+;~;+;F;D;4;-;+;+;1.0450;0.049667;124006764;0.325567;812579828;0.662467;1653472610;0.000000;75462
3;+;~;+;F;D;4;-;-;+;0.8901;0.052700;131555706;0.320967;801089667;0.509267;1271114810;0.000000;57613
3;+;+;+;F;F;3;+;+;+;0.8152;0.051000;127263554;0.318733;795480527;0.438267;1093874757;0.000000;69194
3;+;+;+;F;F;3;+;-;+;0.7768;0.052933;132142413;0.318400;794697381;0.398200;993914264;0.000000;49592
3;+;+;+;F;F;3;-;+;+;0.8059;0.051433;128353291;0.322900;805939745;0.424067;1058426490;0.000000;66733
3;+;+;+;F;F;3;-;-;+;0.6850;0.052533;131127524;0.316433;789850890;0.308900;770977810;0.000000;49285
3;+;-;+;F;F;3;+;+;+;1.8431;0.051633;128861680;0.325600;812692774;1.458367;3640034292;0.000000;48515
3;+;-;+;F;F;3;+;-;+;2.0440;0.052967;132220245;0.317167;791575453;1.666733;4160111552;0.000000;46608
3;+;-;+;F;F;3;-;+;+;1.5563;0.052100;130122504;0.316533;790023620;1.180300;2946070999;0.000000;41997
3;+;-;+;F;F;3;-;-;+;1.5457;0.053167;132717197;0.327167;816645125;1.158033;2890442636;0.000000;42495
3;+;~;+;F;F;3;+;+;+;0.8792;0.049100;122571877;0.326433;814740429;0.496500;1239255487;0.000000;65992
3;+;~;+;F;F;3;+;-;+;0.9432;0.052700;131610695;0.329633;822730744;0.553600;1381774030;0.000000;48964
3;+;~;+;F;F;3;-;+;+;0.8725;0.050633;126318442;0.317700;792935247;0.496967;1240366534;0.000000;59455
3;+;~;+;F;F;3;-;-;+;0.9107;0.051767;129254791;0.315567;787601403;0.536400;1338844001;0.000000;44535
3;+;+;+;F;F;4;+;+;+;0.8119;0.050333;125587942;0.317067;791342018;0.437267;1091366805;0.000000;66466
3;+;+;+;F;F;4;+;-;+;0.7821;0.052667;131497145;0.328233;819259641;0.394067;983526680;0.000000;46866
3;+;+;+;F;F;4;-;+;+;0.7858;0.050767;126690605;0.311333;777021853;0.416500;1039497747;0.000000;68734
3;+;+;+;F;F;4;-;-;+;0.6870;0.053167;132728338;0.318933;795999317;0.307733;768050289;0.000000;44567
3;+;-;+;F;F;4;+;+;+;1.8351;0.051133;127669386;0.326233;814304300;1.450600;3620790808;0.000000;48975
3;+;-;+;F;F;4;+;-;+;2.0515;0.052567;131122410;0.325667;812766079;1.666233;4158941175;0.000000;48478
3;+;-;+;F;F;4;-;+;+;1.5622;0.051433;128363363;0.325867;813352492;1.177400;2938797874;0.000000;43745
3;+;-;+;F;F;4;-;-;+;1.5416;0.050567;126230755;0.326500;814949907;1.157833;2889930152;0.000000;40095
3;+;~;+;F;F;4;+;+;+;0.8646;0.048767;121716114;0.313333;782087671;0.495167;1235873883;0.000000;60125
3;+;~;+;F;F;4;+;-;+;0.9300;0.052367;130712174;0.316800;790778327;0.553633;1381844330;0.000000;45280
3;+;~;+;F;F;4;-;+;+;0.8742;0.051367;128207754;0.318967;796106758;0.496100;1238194166;0.000000;66503
3;+;~;+;F;F;4;-;-;+;0.9301;0.053767;134094345;0.329967;823607959;0.539233;1345896725;0.000000;43810
3;+;+;+;F;I;3;+;+;+;1.9897;0.050800;126724200;0.326167;814095472;1.605200;4006578793;0.000000;69474
3;+;+;+;F;I;3;+;-;+;2.2083;0.053100;132513069;0.324500;809955000;1.823433;4551322183;0.000000;55734
3;+;+;+;F;I;3;-;+;+;1.9231;0.049000;122360284;0.328633;820235642;1.538433;3839927095;0.000000;69395
3;+;+;+;F;I;3;-;-;+;2.0094;0.052233;130376234;0.326367;814585434;1.623533;4052385546;0.000000;56433
3;+;-;+;F;I;3;+;+;+;2.0223;0.051767;129215848;0.321567;802578646;1.641800;4097932213;0.000000;45566
3;+;-;+;F;I;3;+;-;+;2.0673;0.053900;134612295;0.338567;845023788;1.667567;4162232989;0.000000;48465
3;+;-;+;F;I;3;-;+;+;1.5293;0.051300;128016446;0.326800;815719343;1.143933;2855234067;0.000000;43976
3;+;-;+;F;I;3;-;-;+;1.5660;0.053300;133021932;0.328700;820455592;1.176867;2937518886;0.000000;49929
3;+;~;+;F;I;3;+;+;+;0.9042;0.049167;122724920;0.329900;823357610;0.518000;1292878738;0.000000;65681
3;+;~;+;F;I;3;+;-;+;0.9625;0.052800;131808208;0.314433;784746084;0.588133;1467963004;0.000000;48299
3;+;~;+;F;I;3;-;+;+;0.9019;0.050200;125284856;0.327467;817365230;0.517067;1290519109;0.000000;65465
3;+;~;+;F;I;3;-;-;+;0.9694;0.053400;133298159;0.317533;792590259;0.591133;1475449930;0.000000;47608
3;+;+;+;F;I;4;+;+;+;1.9705;0.049767;124229410;0.312133;779172244;1.601367;3996987481;0.000000;70202
3;+;+;+;F;I;4;+;-;+;2.1982;0.053200;132828302;0.314000;783639158;1.823833;4552291036;0.000000;52257
3;+;+;+;F;I;4;-;+;+;1.9107;0.050067;124925856;0.316433;789842983;1.537033;3836410754;0.000000;65099
3;+;+;+;F;I;4;-;-;+;2.0134;0.051433;128324927;0.331200;826668958;1.623900;4053277680;0.000000;52319
3;+;-;+;F;I;4;+;+;+;2.0200;0.050600;126300996;0.323233;806771836;1.639067;4091077914;0.000000;42601
3;+;-;+;F;I;4;+;-;+;2.0438;0.053933;134615379;0.314767;785572585;1.668000;4163365839;0.000000;45076
3;+;-;+;F;I;4;-;+;+;1.5280;0.051533;128587681;0.325600;812709394;1.143733;2854774951;0.000000;45145
3;+;-;+;F;I;4;-;-;+;1.5570;0.051667;128985135;0.327033;816253614;1.171133;2923215110;0.000000;48415
3;+;~;+;F;I;4;+;+;+;0.8955;0.050700;126566568;0.319367;797142950;0.518100;1293134037;0.000000;70516
3;+;~;+;F;I;4;+;-;+;0.9625;0.052700;131508464;0.315600;787682265;0.587133;1465443521;0.000000;51268
3;+;~;+;F;I;4;-;+;+;0.9095;0.050033;124873322;0.329533;822545064;0.522633;1304479398;0.000000;67076
3;+;~;+;F;I;4;-;-;+;0.9861;0.053000;132358231;0.333200;831646929;0.592633;1479205938;0.000000;56993
F;+;+;+;C;D;3;+;+;+;3.0736;0.024667;61592937;2.515067;6277593013;0.526733;1314647053;0.000100;189874
F;+;+;+;C;D;3;+;-;+;2.6317;0.024400;60968676;2.145567;5355335357;0.454400;1134153498;0.000100;150270
F;+;+;+;C;D;3;-;+;+;2.6329;0.023367;58337103;2.149567;5365312805;0.452967;1130630814;0.000100;145789
F;+;+;+;C;D;3;-;-;+;2.6406;0.023267;58119417;2.156433;5382460446;0.452800;1130118181;0.000100;140787
F;+;-;+;C;D;3;+;+;+;4.3335;0.024667;61532048;2.612133;6519893605;1.689900;4217983828;0.000033;114780
F;+;-;+;C;D;3;+;-;+;4.3377;0.024033;59991653;2.611000;6517070357;1.695900;4233030800;0.000067;119020
F;+;-;+;C;D;3;-;+;+;4.0183;0.025000;62375958;2.604567;6500919378;1.381767;3448875519;0.000033;119869
F;+;-;+;C;D;3;-;-;+;4.0174;0.025000;62403399;2.602767;6496585582;1.382733;3451306959;0.000000;114308
F;+;~;+;C;D;3;+;+;+;2.9490;0.023900;59723765;2.135867;5331107096;0.782033;1951999847;0.000100;145411
F;+;~;+;C;D;3;+;-;+;2.9491;0.023633;58964906;2.134733;5328304287;0.783733;1956255668;0.000100;146653
F;+;~;+;C;D;3;-;+;+;2.9577;0.023600;58854861;2.147533;5360195079;0.779667;1946023375;0.000100;137047
F;+;~;+;C;D;3;-;-;+;2.9659;0.024267;60534351;2.152267;5372066023;0.782233;1952445279;0.000100;143674
F;+;+;+;C;D;4;+;+;+;2.6232;0.022900;57161138;2.134700;5328126725;0.458833;1145250187;0.000100;145714
F;+;+;+;C;D;4;+;-;+;2.6092;0.022833;57010732;2.126733;5308293588;0.453067;1130854720;0.000100;147310
F;+;+;+;C;D;4;-;+;+;2.6311;0.023233;57983155;2.147867;5361078470;0.453200;1131240591;0.000100;148002
F;+;+;+;C;D;4;-;-;+;2.6262;0.023367;58356441;2.143267;5349589035;0.452433;1129302628;0.000100;136937
F;+;-;+;C;D;4;+;+;+;4.3429;0.024733;61774909;2.611833;6519172774;1.699533;4242048269;0.000033;116853
F;+;-;+;C;D;4;+;-;+;4.3467;0.024733;61676181;2.612000;6519606169;1.703033;4250759176;0.000067;118233
F;+;-;+;C;D;4;-;+;+;4.0129;0.024900;62166927;2.599700;6488887741;1.381533;3448341924;0.000033;116995
F;+;-;+;C;D;4;-;-;+;4.0111;0.024767;61785101;2.600633;6491230739;1.378833;3441549107;0.000000;113225
F;+;~;+;C;D;4;+;+;+;2.9449;0.023667;59014122;2.133433;5325017556;0.780900;1949111969;0.000100;154347
F;+;~;+;C;D;4;+;-;+;2.9480;0.024100;60142875;2.133367;5324776458;0.783333;1955223107;0.000100;147769
F;+;~;+;C;D;4;-;+;+;2.9587;0.024200;60358350;2.148367;5362340862;0.779200;1944931100;0.000100;143380
F;+;~;+;C;D;4;-;-;+;2.9571;0.024033;60002078;2.146100;5356674992;0.780100;1947138449;0.000100;139757
F;+;+;+;C;F;3;+;+;+;2.6834;0.023733;59276893;2.139733;5340785631;0.512900;1280285936;0.000100;133979
F;+;+;+;C;F;3;+;-;+;2.6768;0.023833;59541531;2.132867;5323688212;0.513067;1280651163;0.000100;134174
F;+;+;+;C;F;3;-;+;+;2.7108;0.023133;57790670;2.173433;5424957370;0.507333;1266385173;0.000100;135035
F;+;+;+;C;F;3;-;-;+;2.7065;0.023200;57977019;2.169700;5415543087;0.506567;1264339779;0.000100;132404
F;+;-;+;C;F;3;+;+;+;4.2489;0.023867;59540108;2.555233;6377833415;1.663067;4150996997;0.000000;103290
F;+;-;+;C;F;3;+;-;+;4.2458;0.023600;58860244;2.550967;6367228317;1.664600;4154850470;0.000000;101669
F;+;-;+;C;F;3;-;+;+;3.9183;0.024133;60199277;2.559833;6389299827;1.327567;3313637438;0.000000;98671
F;+;-;+;C;F;3;-;-;+;3.9142;0.024467;61130998;2.556233;6380386020;1.326167;3310122567;0.000000;96673
F;+;~;+;C;F;3;+;+;+;2.9880;0.023933;59736621;2.174467;5427468555;0.782533;1953167375;0.000100;139729
F;+;~;+;C;F;3;+;-;+;2.9880;0.024467;61027903;2.171100;5418962853;0.785300;1960060708;0.000100;140644
F;+;~;+;C;F;3;-;+;+;2.9595;0.023433;58429019;2.146500;5357599071;0.782067;1952041897;0.000100;142842
F;+;~;+;C;F;3;-;-;+;2.9607;0.023400;58387970;2.149667;5365548645;0.780833;1948986606;0.000100;140130
F;+;+;+;C;F;4;+;+;+;2.6816;0.023967;59839800;2.137967;5336388426;0.512600;1279423553;0.000100;134892
F;+;+;+;C;F;4;+;-;+;2.6735;0.023833;59495649;2.129567;5315431105;0.513267;1281120851;0.000100;132047
F;+;+;+;C;F;4;-;+;+;2.7043;0.022267;55553962;2.168633;5412901124;0.506667;1264622473;0.000100;126807
F;+;+;+;C;F;4;-;-;+;2.7030;0.022200;55360551;2.168400;5412296271;0.505867;1262700038;0.000100;132340
F;+;-;+;C;F;4;+;+;+;4.2506;0.024167;60314139;2.554767;6376674595;1.664800;4155331342;0.000000;103026
F;+;-;+;C;F;4;+;-;+;4.2496;0.023800;59481303;2.552033;6369861546;1.666867;4160490046;0.000000;103654
F;+;-;+;C;F;4;-;+;+;3.9234;0.023467;58573996;2.565667;6403859633;1.327533;3313559838;0.000000;97421
F;+;-;+;C;F;4;-;-;+;3.9211;0.023967;59790233;2.563000;6397294994;1.327233;3312821399;0.000000;96456
F;+;~;+;C;F;4;+;+;+;2.9848;0.023367;58289930;2.172133;5421634883;0.782367;1952837984;0.000100;147711
F;+;~;+;C;F;4;+;-;+;2.9890;0.024233;60548685;2.174667;5427915738;0.783233;1954904997;0.000100;132848
F;+;~;+;C;F;4;-;+;+;2.9656;0.023167;57866911;2.155267;5379582585;0.780367;1947787392;0.000100;134398
F;+;~;+;C;F;4;-;-;+;2.9617;0.023267;58079253;2.150867;5368619385;0.780700;1948584868;0.000100;134286
F;+;+;+;C;I;3;+;+;+;3.4685;0.023467;58546076;2.130067;5316656956;1.307933;3264615176;0.000100;136425
F;+;+;+;C;I;3;+;-;+;3.4780;0.023700;59169275;2.134067;5326524026;1.312800;3276741326;0.000100;141042
F;+;+;+;C;I;3;-;+;+;3.2736;0.024033;60002013;2.151567;5370280526;1.090900;2722846009;0.000100;135481
F;+;+;+;C;I;3;-;-;+;3.2648;0.024033;59968041;2.146667;5358056559;1.087300;2713889005;0.000100;135522
F;+;-;+;C;I;3;+;+;+;3.9505;0.023800;59376028;2.545167;6352659049;1.374567;3430991465;0.000033;115019
F;+;-;+;C;I;3;+;-;+;3.9453;0.024267;60553934;2.540067;6340002094;1.373867;3429206719;0.000033;113800
F;+;-;+;C;I;3;-;+;+;3.7870;0.024333;60682581;2.601800;6494147976;1.154067;2880545422;0.000000;109928
F;+;-;+;C;I;3;-;-;+;3.7999;0.024400;60963270;2.614700;6526384328;1.153700;2879687174;0.000000;106329
F;+;~;+;C;I;3;+;+;+;2.7581;0.023433;58469134;2.151333;5369679794;0.576400;1438631468;0.000100;136661
F;+;~;+;C;I;3;+;-;+;2.7547;0.022900;57156855;2.149100;5364147311;0.575767;1437150156;0.000100;134141
F;+;~;+;C;I;3;-;+;+;2.7295;0.023933;59695206;2.132967;5323900310;0.565633;1411808788;0.000100;131905
F;+;~;+;C;I;3;-;-;+;2.7265;0.023400;58398837;2.131700;5320740542;0.564700;1409496696;0.000100;136525
F;+;+;+;C;I;4;+;+;+;3.4735;0.023400;58461475;2.135633;5330496852;1.307400;3263324585;0.000100;139956
F;+;+;+;C;I;4;+;-;+;3.4774;0.023400;58439715;2.136167;5331857047;1.310833;3271873108;0.000100;134719
F;+;+;+;C;I;4;-;+;+;3.2695;0.023333;58200542;2.150767;5368360096;1.088367;2716581406;0.000100;135566
F;+;+;+;C;I;4;-;-;+;3.2668;0.024233;60472787;2.147767;5360778564;1.087967;2715549150;0.000100;128947
F;+;-;+;C;I;4;+;+;+;3.9491;0.024300;60662297;2.543367;6348276169;1.374600;3430986159;0.000033;114929
F;+;-;+;C;I;4;+;-;+;3.9441;0.024467;61053158;2.540167;6340302713;1.372567;3425954224;0.000000;114051
F;+;-;+;C;I;4;-;+;+;3.7918;0.024400;60860056;2.606867;6506813109;1.153667;2879530088;0.000067;120196
F;+;-;+;C;I;4;-;-;+;4.2072;0.024800;61923068;2.905233;7251380032;1.270000;3169877666;0.000100;141490
F;+;~;+;C;I;4;+;+;+;2.7551;0.023500;58660690;2.149300;5364635534;0.575400;1436237500;0.000100;129454
F;+;~;+;C;I;4;+;-;+;2.7515;0.023300;58101692;2.145667;5355611796;0.575200;1435704589;0.000100;131298
F;+;~;+;C;I;4;-;+;+;2.7232;0.023333;58266102;2.126467;5307711831;0.566733;1414570630;0.000100;125733
F;+;~;+;C;I;4;-;-;+;2.7246;0.023900;59672064;2.128500;5312757592;0.565267;1410867579;0.000100;130249
F;+;+;+;F;D;3;+;+;+;0.7756;0.049967;124699619;0.311500;777504676;0.406933;1015618683;0.000000;82877
F;+;+;+;F;D;3;+;-;+;0.7863;0.049667;124012316;0.323800;808127786;0.405467;1012007107;0.000000;73558
F;+;+;+;F;D;3;-;+;+;0.7680;0.048933;122170472;0.310800;775744658;0.401167;1001347471;0.000000;76641
F;+;+;+;F;D;3;-;-;+;0.7704;0.050267;125471147;0.311500;777521608;0.401200;1001437984;0.000000;96704
F;+;-;+;F;D;3;+;+;+;1.9884;0.050567;126171250;0.322133;804083482;1.608733;4015376480;0.000000;69328
F;+;-;+;F;D;3;+;-;+;1.9852;0.051867;129475418;0.320167;799120542;1.605967;4008529778;0.000000;67647
F;+;-;+;F;D;3;-;+;+;1.5127;0.050600;126306472;0.323767;808085409;1.131000;2823007892;0.000000;61259
F;+;-;+;F;D;3;-;-;+;1.5143;0.051000;127269221;0.323900;808440759;1.132167;2825885987;0.000000;58525
F;+;~;+;F;D;3;+;+;+;1.0195;0.050267;125476708;0.311167;776686325;0.650500;1623669846;0.000000;83054
F;+;~;+;F;D;3;+;-;+;1.0217;0.051033;127386572;0.310400;774745183;0.652833;1629388866;0.000000;69836
F;+;~;+;F;D;3;-;+;+;1.0360;0.050533;126170296;0.314833;785811280;0.663033;1654974369;0.000000;88123
F;+;~;+;F;D;3;-;-;+;1.0345;0.050433;125962280;0.313767;783145976;0.662900;1654558401;0.000000;74824
F;+;+;+;F;D;4;+;+;+;0.7874;0.050600;126326465;0.323633;807777715;0.405667;1012471660;0.000000;84641
F;+;+;+;F;D;4;+;-;+;0.7854;0.049400;123342218;0.324333;809532995;0.404400;1009400032;0.000000;81978
F;+;+;+;F;D;4;-;+;+;0.7673;0.048933;122061206;0.311900;778458510;0.399367;996846319;0.000000;80229
F;+;+;+;F;D;4;-;-;+;0.7784;0.050000;124863198;0.321767;803125856;0.399367;996785435;0.000000;83824
F;+;-;+;F;D;4;+;+;+;2.0000;0.051033;127367093;0.332467;829773163;1.609367;4016986476;0.000000;61555
F;+;-;+;F;D;4;+;-;+;1.9875;0.051100;127559505;0.321133;801603751;1.608067;4013748120;0.000000;60427
F;+;-;+;F;D;4;-;+;+;1.5142;0.050100;125006561;0.325500;812431588;1.131600;2824543070;0.000000;60086
F;+;-;+;F;D;4;-;-;+;1.5098;0.050700;126540815;0.322800;805725962;1.129033;2818089087;0.000000;56585
F;+;~;+;F;D;4;+;+;+;1.0329;0.050467;125984279;0.324300;809404646;0.651000;1624880758;0.000000;77952
F;+;~;+;F;D;4;+;-;+;1.0179;0.050000;124804523;0.311033;776350128;0.649633;1621472759;0.000000;84110
F;+;~;+;F;D;4;-;+;+;1.0351;0.050333;125669021;0.314567;785167997;0.662600;1653874331;0.000000;76953
F;+;~;+;F;D;4;-;-;+;1.0337;0.049200;122845646;0.314533;785048875;0.662900;1654595000;0.000000;77484
F;+;+;+;F;F;3;+;+;+;0.8201;0.050767;126677082;0.329433;822262617;0.432633;1079733550;0.000000;67078
F;+;+;+;F;F;3;+;-;+;0.8170;0.049367;123186627;0.321033;801188879;0.439667;1097408375;0.000000;69640
F;+;+;+;F;F;3;-;+;+;0.7802;0.050600;126309192;0.312400;779752374;0.409633;1022328527;0.000000;67823
F;+;+;+;F;F;3;-;-;+;0.8055;0.050767;126716517;0.323433;807299696;0.424067;1058459049;0.000000;65728
F;+;-;+;F;F;3;+;+;+;1.8539;0.051133;127610562;0.338967;846087190;1.456533;3635579889;0.000000;42509
F;+;-;+;F;F;3;+;-;+;1.8399;0.051367;128184100;0.326533;814962479;1.454833;3631292528;0.000000;45301
F;+;-;+;F;F;3;-;+;+;1.5527;0.052067;129921648;0.314800;785818640;1.177967;2940214504;0.000000;44496
F;+;-;+;F;F;3;-;-;+;1.5617;0.051900;129565473;0.327067;816315576;1.175500;2934038698;0.000000;40564
F;+;~;+;F;F;3;+;+;+;0.9270;0.054900;137036374;0.334600;835147635;0.529233;1320905151;0.000000;87721
F;+;~;+;F;F;3;+;-;+;1.1468;0.065733;164116989;0.414333;1034207195;0.657367;1640623964;0.000033;111824
F;+;~;+;F;F;3;-;+;+;0.8961;0.052600;131359916;0.333567;832636516;0.502433;1254038685;0.000000;69384
F;+;~;+;F;F;3;-;-;+;0.8884;0.050867;126947563;0.329467;822304932;0.500600;1249496016;0.000000;67290
F;+;+;+;F;F;4;+;+;+;0.8055;0.050967;127213679;0.316467;789813522;0.430500;1074555702;0.000000;72507
F;+;+;+;F;F;4;+;-;+;0.8156;0.050733;126652572;0.316533;790059886;0.440900;1100450094;0.000000;70684
F;+;+;+;F;F;4;-;+;+;0.7980;0.050933;127116964;0.325067;811341980;0.414600;1034804992;0.000000;65607
F;+;+;+;F;F;4;-;-;+;0.8079;0.051133;127677708;0.326500;814992949;0.422633;1054828314;0.000000;67394
F;+;-;+;F;F;4;+;+;+;1.8354;0.051167;127753388;0.326133;814042631;1.450833;3621330530;0.000000;44116
F;+;-;+;F;F;4;+;-;+;1.8529;0.049767;124152803;0.340100;848810411;1.455867;3633754980;0.000000;47569
F;+;-;+;F;F;4;-;+;+;1.5653;0.051833;129387896;0.327900;818494966;1.178100;2940567623;0.000000;42733
F;+;-;+;F;F;4;-;-;+;1.5637;0.051833;129360991;0.325933;813529953;1.178867;2942459002;0.000000;46722
F;+;~;+;F;F;4;+;+;+;0.8783;0.050367;125798360;0.325600;812719913;0.495133;1235850039;0.000000;69494
F;+;~;+;F;F;4;+;-;+;0.8723;0.050367;125630117;0.314667;785466255;0.499900;1247751009;0.000000;71129
F;+;~;+;F;F;4;-;+;+;0.8733;0.049900;124483370;0.317400;792209533;0.498700;1244713749;0.000000;64000
F;+;~;+;F;F;4;-;-;+;0.8727;0.051200;127793312;0.317267;791836455;0.496867;1240192666;0.000000;69496
F;+;+;+;F;I;3;+;+;+;1.9848;0.051700;129029877;0.323767;808123212;1.601767;3998035220;0.000000;64156
F;+;+;+;F;I;3;+;-;+;1.9910;0.050800;126800844;0.326500;814962147;1.606133;4008892851;0.000000;71815
F;+;+;+;F;I;3;-;+;+;1.9264;0.050367;125702976;0.329333;821975387;1.539467;3842532290;0.000000;69870
F;+;+;+;F;I;3;-;-;+;1.9289;0.050300;125595875;0.330333;824547413;1.540867;3846084829;0.000000;75742
F;+;-;+;F;I;3;+;+;+;2.0070;0.050367;125722743;0.312133;779064222;1.637200;4086513444;0.000000;47089
F;+;-;+;F;I;3;+;-;+;2.0261;0.051767;129240499;0.327367;817153676;1.639867;4093053764;0.000000;46329
F;+;-;+;F;I;3;-;+;+;1.5177;0.051400;128358739;0.314000;783741214;1.145000;2857935400;0.000000;46360
F;+;-;+;F;I;3;-;-;+;1.5228;0.051933;129584002;0.315467;787432718;1.148100;2865699695;0.000000;48364
F;+;~;+;F;I;3;+;+;+;0.8944;0.049600;123840007;0.318433;794752368;0.519300;1296176233;0.000000;72311
F;+;~;+;F;I;3;+;-;+;0.9088;0.053300;133083334;0.318667;795461156;0.517833;1292504392;0.000000;74617
F;+;~;+;F;I;3;-;+;+;1.3458;0.066667;166415472;0.457900;1142889881;0.807900;2016386421;0.000067;124738
F;+;~;+;F;I;3;-;-;+;1.0800;0.063633;158726260;0.372033;928546916;0.635100;1585103031;0.000033;119188
F;+;+;+;F;I;4;+;+;+;2.3662;0.058067;144975099;0.373167;931426335;1.924533;4803541223;0.000000;94972
F;+;+;+;F;I;4;+;-;+;3.2408;0.076600;191238942;0.488000;1218059161;2.665100;6651983623;0.000100;160736
F;+;+;+;F;I;4;-;+;+;2.8065;0.068800;171701134;0.465600;1162099641;2.262867;5647995686;0.000100;160780
F;+;+;+;F;I;4;-;-;+;2.3578;0.066533;166056834;0.400000;998322371;1.881167;4695297115;0.000000;105744
F;+;-;+;F;I;4;+;+;+;2.3673;0.062533;156074605;0.370267;924206557;1.926500;4808578730;0.000000;67931
F;+;-;+;F;I;4;+;-;+;2.4041;0.058767;146609142;0.366400;914466181;1.970533;4918483091;0.000000;67039
F;+;-;+;F;I;4;-;+;+;2.1180;0.069200;172661950;0.429200;1071277042;1.610233;4019122359;0.000033;103942
F;+;-;+;F;I;4;-;-;+;1.6769;0.056900;142001788;0.346000;863658301;1.266433;3160963337;0.000000;53718
F;+;~;+;F;I;4;+;+;+;0.9935;0.054333;135611703;0.362633;905109721;0.568800;1419673489;0.000000;84850
F;+;~;+;F;I;4;+;-;+;1.0018;0.055400;138349174;0.353333;881859095;0.585300;1460832387;0.000000;84877
F;+;~;+;F;I;4;-;+;+;1.0194;0.057167;142728981;0.357733;892912226;0.596867;1489686514;0.000000;84122
F;+;~;+;F;I;4;-;-;+;1.2737;0.065667;163897548;0.445333;1111540434;0.753533;1880674637;0.000067;151890
